lot_id,cota_cena_m
S03-Q22-B002-L079,50.318
S06-Q22-B001-L100,-12.281
S05-Q20-B002-L077,103.483
S03-Q12-B010-L049,-0.804
S05-Q20-B002-L078,103.699
S03-Q22-B002-L080,49.943
S05-Q15-B020-L022,34.080
S03-Q22-B002-L081,49.569
S03-Q22-B002-L082,49.197
S05-Q20-B002-L079,103.914
S06-Q13-B002-L029,-2.819
S03-Q22-B002-L083,48.917
S05-Q20-B002-L080,103.835
S03-Q22-B002-L084,48.645
S03-Q22-B002-L085,48.392
S05-Q20-B002-L081,97.479
S06-Q22-B006-L025,61.380
S03-Q22-B002-L086,48.139
S03-Q22-B002-L087,47.886
S05-Q20-B002-L082,97.532
S03-Q22-B002-L088,47.928
S05-Q20-B002-L083,97.705
S03-Q22-B002-L089,51.067
S01-Q16-B001-L047,-23.671
S06-Q22-B005-L130,27.972
S05-Q15-B023-L023,72.748
S03-Q22-B002-L090,50.876
S03-Q22-B002-L091,50.639
S03-Q22-B002-L092,50.145
S05-Q20-B002-L084,98.099
S05-Q15-B023-L024,71.638
S03-Q22-B002-L093,49.804
S06-Q22-B006-L026,61.208
S03-Q22-B002-L094,49.573
S05-Q20-B002-L085,98.740
S03-Q22-B002-L095,49.322
S03-Q12-B010-L050,-1.040
S05-Q20-B002-L086,99.452
S03-Q22-B002-L096,49.040
S06-Q22-B006-L027,61.047
S05-Q15-B020-L023,34.279
S05-Q20-B002-L087,100.159
S03-Q12-B010-L051,-1.574
S05-Q20-B002-L088,100.801
S03-Q12-B011-L002,7.393
S03-Q22-B002-L097,48.778
S05-Q20-B002-L089,100.997
S06-Q22-B006-L028,67.201
S05-Q20-B002-L090,101.077
S01-Q16-B001-L048,-23.705
S03-Q22-B002-L098,48.546
S05-Q20-B002-L091,101.283
S03-Q22-B002-L099,48.323
S05-Q20-B002-L092,101.538
S03-Q14-B015-L005,5.857
S06-Q22-B006-L029,66.386
S03-Q22-B002-L100,48.159
S05-Q20-B002-L093,101.766
S05-Q20-B002-L094,101.860
S05-Q20-B002-L095,95.899
S03-Q22-B002-L101,47.946
S05-Q20-B002-L096,95.975
S03-Q22-B002-L102,48.048
S05-Q20-B002-L097,96.319
S03-Q22-B002-L103,50.748
S06-Q22-B006-L030,65.538
S05-Q20-B002-L098,96.703
S01-Q02-B006-L008,-30.055
S03-Q22-B002-L104,50.539
S05-Q20-B002-L099,97.094
S03-Q22-B002-L105,50.203
S05-Q20-B002-L100,97.683
S06-Q22-B006-L031,64.842
S05-Q20-B002-L101,98.448
S03-Q22-B002-L106,49.847
S05-Q20-B002-L102,98.552
S03-Q22-B002-L107,49.575
S05-Q20-B002-L103,98.647
S03-Q22-B002-L108,49.303
S05-Q20-B002-L104,98.741
S06-Q22-B006-L032,64.162
S01-Q16-B001-L049,-23.704
S03-Q22-B002-L109,49.031
S05-Q15-B020-L024,34.273
S05-Q20-B002-L105,98.831
S05-Q15-B020-L025,32.766
S03-Q22-B002-L110,48.820
S05-Q20-B002-L106,98.915
S06-Q22-B006-L033,63.596
S03-Q20-B013-L046,38.647
S05-Q20-B002-L107,98.928
S03-Q22-B002-L111,48.629
S05-Q20-B002-L108,103.411
S05-Q20-B002-L109,94.647
S03-Q22-B002-L112,48.442
S06-Q22-B006-L034,63.080
S05-Q20-B002-L110,94.701
S03-Q22-B002-L113,48.268
S01-Q16-B001-L050,-23.703
S03-Q22-B002-L114,48.105
S05-Q18-B001-L023,31.436
S03-Q22-B002-L115,48.071
S03-Q22-B002-L116,48.373
S05-Q20-B002-L111,94.762
S06-Q22-B006-L035,62.813
S03-Q21-B020-L096,60.108
S05-Q20-B002-L112,94.824
S03-Q22-B002-L117,50.645
S05-Q20-B002-L113,94.983
S05-Q20-B002-L114,95.335
S03-Q22-B002-L118,50.435
S05-Q20-B002-L115,95.726
S06-Q22-B006-L036,62.489
S03-Q22-B002-L119,50.205
S03-Q22-B002-L120,49.933
S05-Q20-B002-L116,96.141
S03-Q21-B025-L074,-33.920
S05-Q15-B020-L026,30.362
S03-Q22-B002-L121,49.727
S05-Q15-B020-L027,29.060
S03-Q22-B002-L122,49.578
S05-Q15-B020-L028,28.123
S03-Q22-B002-L123,49.428
S05-Q15-B023-L025,70.860
S06-Q15-B016-L017,6.046
S01-Q04-B001-L007,-24.650
S05-Q20-B002-L117,96.470
S03-Q22-B002-L124,49.221
S05-Q20-B002-L118,96.360
S03-Q22-B002-L125,49.007
S06-Q22-B006-L037,62.176
S05-Q20-B002-L119,96.290
S03-Q22-B002-L126,48.827
S03-Q22-B002-L127,48.735
S05-Q20-B002-L120,96.367
S03-Q22-B002-L128,48.743
S05-Q20-B002-L121,96.446
S03-Q22-B002-L129,48.752
S06-Q22-B004-L129,-12.722
S05-Q20-B002-L122,96.483
S03-Q22-B002-L130,48.889
S01-Q15-B011-L043,-37.412
S05-Q12-B007-L043,43.736
S03-Q22-B002-L131,50.483
S03-Q22-B002-L132,49.202
S05-Q20-B003-L001,107.725
S06-Q22-B006-L038,61.915
S03-Q22-B002-L133,50.291
S05-Q20-B003-L002,107.829
S03-Q22-B002-L134,50.125
S05-Q20-B003-L003,107.920
S03-Q22-B002-L135,49.954
S06-Q22-B006-L039,61.645
S05-Q20-B003-L004,108.027
S05-Q19-B022-L104,78.143
S03-Q22-B002-L136,49.756
S05-Q20-B003-L005,108.173
S03-Q14-B009-L057,3.758
S01-Q12-B003-L048,-38.694
S05-Q15-B023-L026,70.123
S03-Q14-B009-L058,4.280
S06-Q22-B005-L131,22.425
S05-Q20-B003-L006,108.380
S03-Q14-B009-L059,4.476
S03-Q22-B002-L137,49.558
S05-Q20-B003-L007,108.587
S03-Q22-B002-L138,49.394
S03-Q14-B015-L006,4.525
S05-Q20-B003-L008,108.733
S06-Q20-B024-L046,-16.512
S03-Q22-B002-L139,49.321
S05-Q20-B003-L009,108.897
S03-Q22-B002-L140,49.347
S05-Q20-B003-L010,109.058
S05-Q20-B003-L011,109.229
S06-Q22-B006-L040,61.482
S03-Q22-B002-L141,49.358
S01-Q16-B001-L051,-23.657
S03-Q22-B002-L142,49.365
S05-Q20-B003-L012,109.398
S03-Q22-B002-L143,49.373
S05-Q20-B003-L013,109.289
S05-Q20-B003-L014,109.009
S06-Q22-B006-L041,61.329
S03-Q22-B002-L144,49.396
S05-Q20-B003-L015,108.741
S03-Q22-B002-L145,49.624
S05-Q20-B003-L016,106.348
S03-Q22-B002-L146,50.279
S05-Q20-B003-L017,106.486
S06-Q22-B006-L042,62.430
S05-Q15-B023-L027,69.558
S03-Q22-B002-L147,50.378
S05-Q15-B023-L028,68.310
S03-Q22-B002-L148,50.430
S05-Q20-B003-L018,106.596
S06-Q22-B006-L043,62.051
S03-Q22-B003-L001,-2.132
S05-Q20-B003-L019,106.739
S03-Q16-B005-L022,22.988
S05-Q20-B003-L020,106.874
S03-Q22-B003-L002,-2.137
S05-Q20-B003-L021,106.983
S03-Q22-B003-L003,-1.891
S05-Q20-B003-L022,107.036
S06-Q02-B005-L005,-29.240
S01-Q12-B003-L049,-38.557
S03-Q22-B003-L004,-1.641
S05-Q20-B003-L023,107.069
S03-Q22-B003-L005,-1.464
S05-Q19-B026-L112,44.845
S06-Q22-B006-L044,61.666
S03-Q22-B003-L006,-1.290
S05-Q20-B003-L024,107.153
S05-Q20-B003-L025,107.231
S05-Q20-B003-L026,107.308
S03-Q16-B005-L023,22.863
S03-Q16-B005-L024,21.719
S05-Q16-B003-L002,73.034
S03-Q22-B003-L007,-1.105
S06-Q22-B006-L045,61.333
S05-Q20-B003-L027,107.385
S03-Q14-B009-L060,4.133
S01-Q15-B004-L037,-38.760
S05-Q20-B003-L028,107.430
S05-Q20-B003-L029,107.151
S03-Q22-B003-L008,-0.917
S03-Q22-B003-L009,-0.745
S05-Q20-B003-L030,106.899
S06-Q22-B006-L046,60.986
S03-Q22-B003-L010,-0.572
S05-Q20-B003-L031,105.243
S03-Q22-B003-L011,-0.568
S05-Q20-B003-L032,105.075
S05-Q20-B003-L033,104.910
S03-Q22-B003-L012,-0.691
S06-Q22-B006-L047,60.570
S05-Q15-B027-L022,71.744
S03-Q22-B003-L013,-0.807
S05-Q20-B003-L034,104.876
S05-Q20-B003-L035,104.843
S03-Q22-B003-L014,-0.925
S01-Q12-B001-L043,-34.496
S03-Q22-B003-L015,-1.036
S05-Q20-B003-L036,104.826
S06-Q22-B006-L048,60.164
S03-Q22-B003-L016,-2.367
S05-Q20-B003-L037,104.886
S05-Q15-B027-L023,71.134
S03-Q16-B005-L025,19.831
S05-Q15-B027-L024,70.386
S03-Q16-B005-L026,18.400
S06-Q22-B006-L049,59.760
S05-Q20-B003-L038,104.940
S03-Q14-B009-L061,4.205
S05-Q20-B003-L039,104.991
S03-Q16-B005-L027,16.626
S05-Q18-B030-L037,76.764
S01-Q12-B001-L044,-33.797
S03-Q22-B003-L017,-2.183
S05-Q20-B003-L040,104.962
S06-Q22-B006-L050,59.339
S03-Q22-B003-L018,-1.979
S05-Q19-B001-L070,87.162
S03-Q22-B003-L019,-1.780
S05-Q20-B003-L041,104.932
S05-Q20-B003-L042,104.900
S05-Q20-B003-L043,104.865
S03-Q22-B003-L020,-1.615
S06-Q22-B006-L051,58.952
S05-Q20-B003-L044,104.800
S03-Q22-B003-L021,-1.450
S03-Q22-B003-L022,-1.276
S05-Q20-B003-L045,104.600
S01-Q16-B002-L001,-30.893
S05-Q20-B003-L046,104.320
S03-Q22-B003-L023,-1.093
S05-Q15-B027-L025,70.430
S06-Q22-B006-L052,58.558
S05-Q20-B003-L047,104.068
S03-Q17-B024-L009,12.648
S03-Q22-B003-L024,-0.901
S06-Q22-B006-L053,58.164
S05-Q20-B003-L048,103.860
S03-Q20-B034-L069,41.402
S05-Q20-B003-L049,103.778
S03-Q20-B030-L080,-1.552
S05-Q20-B003-L050,103.744
S03-Q22-B003-L025,-0.722
S05-Q20-B003-L051,103.713
S06-Q15-B019-L016,-18.695
S03-Q22-B003-L026,-0.552
S05-Q20-B003-L052,103.680
S05-Q20-B003-L053,103.573
S03-Q22-B003-L027,-0.361
S01-Q15-B018-L042,-31.504
S05-Q20-B003-L054,103.444
S05-Q20-B003-L055,103.227
S03-Q22-B003-L028,-0.171
S06-Q02-B005-L006,-30.696
S05-Q20-B003-L056,103.110
S03-Q22-B003-L029,-0.148
S03-Q22-B003-L030,-2.771
S05-Q20-B003-L057,103.013
S06-Q15-B022-L016,-10.718
S03-Q22-B003-L031,-2.602
S05-Q20-B003-L058,102.918
S05-Q15-B027-L026,70.807
S03-Q22-B003-L032,-2.430
S05-Q20-B003-L059,102.814
S06-Q22-B006-L054,57.806
S03-Q22-B003-L033,-2.258
S05-Q20-B003-L060,102.700
S05-Q20-B003-L061,103.193
S03-Q14-B009-L062,4.219
S01-Q16-B004-L001,-30.925
S05-Q16-B008-L032,76.975
S05-Q20-B003-L062,102.827
S03-Q22-B003-L034,-2.037
S03-Q22-B003-L035,-1.786
S06-Q22-B006-L055,57.533
S03-Q22-B003-L036,-1.520
S05-Q15-B027-L027,70.773
S05-Q17-B007-L026,77.993
S05-Q20-B003-L063,102.462
S03-Q22-B003-L037,-1.251
S06-Q16-B005-L025,-4.720
S03-Q22-B003-L038,-1.005
S05-Q20-B003-L064,102.185
S05-Q20-B003-L065,101.935
S03-Q22-B003-L039,-0.849
S05-Q20-B003-L066,101.801
S03-Q22-B003-L040,-0.695
S05-Q12-B007-L044,42.774
S06-Q22-B006-L056,57.284
S05-Q20-B003-L067,101.669
S03-Q22-B003-L041,-0.527
S01-Q16-B004-L002,-31.025
S05-Q20-B003-L068,101.520
S03-Q22-B003-L042,-0.350
S03-Q14-B009-L063,4.907
S06-Q22-B006-L057,60.726
S05-Q15-B027-L028,70.294
S05-Q12-B007-L045,42.208
S03-Q22-B003-L043,-0.157
S05-Q18-B016-L030,73.863
S03-Q22-B003-L044,0.042
S05-Q20-B003-L069,101.400
S03-Q22-B003-L045,-3.079
S05-Q20-B003-L070,101.307
S05-Q20-B003-L071,101.195
S06-Q22-B006-L058,60.398
S03-Q22-B003-L046,-2.934
S05-Q20-B003-L072,101.015
S03-Q14-B009-L064,5.906
S05-Q20-B003-L073,100.826
S03-Q22-B003-L047,-2.769
S06-Q22-B006-L059,60.093
S01-Q16-B001-L052,-23.595
S05-Q16-B017-L029,63.710
S05-Q20-B003-L074,100.620
S05-Q20-B003-L075,100.409
S03-Q22-B003-L048,0.214
S03-Q22-B003-L049,-2.591
S05-Q18-B018-L035,61.722
S03-Q18-B029-L015,-22.156
S06-Q22-B006-L060,59.760
S05-Q20-B003-L076,101.830
S03-Q22-B003-L050,-2.324
S05-Q20-B003-L077,100.217
S03-Q22-B003-L051,-2.049
S05-Q20-B003-L078,101.546
S05-Q16-B017-L030,64.024
S03-Q22-B003-L052,-1.769
S06-Q22-B006-L061,59.448
S05-Q20-B003-L079,101.312
S03-Q22-B003-L053,-1.511
S01-Q12-B004-L043,-38.051
S03-Q22-B003-L054,-1.241
S05-Q20-B003-L080,101.079
S05-Q12-B007-L046,41.733
S05-Q20-B003-L081,100.835
S05-Q20-B003-L082,100.583
S06-Q22-B006-L062,59.159
S03-Q22-B003-L055,-0.858
S05-Q20-B003-L083,100.393
S03-Q22-B003-L056,-0.505
S03-Q22-B003-L057,-0.181
S05-Q20-B003-L084,100.261
S05-Q20-B003-L085,100.134
S06-Q22-B006-L063,60.906
S03-Q22-B003-L058,0.021
S05-Q12-B007-L047,41.862
S03-Q22-B003-L059,0.204
S05-Q20-B003-L086,99.973
S03-Q18-B030-L045,-25.265
S01-Q16-B004-L003,-32.009
S06-Q22-B006-L064,58.863
S05-Q20-B003-L087,99.781
S03-Q20-B032-L071,21.791
S05-Q12-B007-L048,40.783
S03-Q22-B003-L060,0.379
S05-Q20-B003-L088,99.585
S03-Q22-B003-L061,-2.979
S05-Q12-B007-L049,39.685
S06-Q22-B006-L065,58.572
S05-Q20-B003-L089,99.420
S05-Q20-B003-L090,99.297
S03-Q22-B003-L062,-2.749
S05-Q20-B003-L091,99.132
S05-Q20-B003-L092,98.938
S03-Q22-B003-L063,-2.563
S06-Q22-B006-L066,58.244
S06-Q22-B006-L067,57.868
S05-Q20-B003-L093,98.760
S03-Q11-B006-L009,38.504
S03-Q22-B003-L064,-2.373
S05-Q19-B006-L078,81.128
S05-Q20-B003-L094,100.046
S03-Q22-B003-L065,-2.204
S05-Q20-B003-L095,99.684
S06-Q22-B006-L068,57.459
S03-Q22-B003-L066,-2.016
S05-Q20-B003-L096,99.359
S03-Q18-B030-L046,-23.252
S05-Q20-B003-L097,98.970
S03-Q22-B003-L067,-1.685
S05-Q16-B017-L031,65.215
S06-Q02-B005-L007,-31.749
S01-Q12-B008-L044,-37.216
S03-Q16-B012-L019,28.851
S05-Q12-B015-L043,23.870
S03-Q20-B032-L072,22.795
S05-Q20-B003-L098,98.576
S03-Q22-B003-L068,-1.342
S06-Q22-B006-L069,56.935
S05-Q20-B003-L099,98.272
S05-Q20-B003-L100,97.973
S03-Q22-B003-L069,-1.009
S05-Q20-B003-L101,97.794
S03-Q22-B003-L070,-0.676
S05-Q20-B003-L102,97.641
S03-Q22-B003-L071,0.548
S05-Q19-B009-L084,81.183
S03-Q22-B003-L072,-0.332
S05-Q20-B003-L103,97.488
S05-Q18-B023-L036,78.482
S01-Q12-B004-L044,-38.872
S03-Q22-B003-L073,0.007
S06-Q02-B007-L006,-31.758
S05-Q20-B003-L104,97.321
S03-Q21-B010-L070,39.562
S05-Q20-B003-L105,97.143
S03-Q22-B003-L074,0.385
S06-Q22-B006-L070,56.411
S05-Q20-B003-L106,96.960
S05-Q20-B003-L107,96.797
S03-Q22-B003-L075,0.735
S03-Q22-B003-L076,0.755
S05-Q12-B015-L044,22.479
S03-Q21-B021-L091,31.360
S05-Q17-B024-L018,64.560
S06-Q22-B006-L071,55.996
S03-Q21-B023-L094,45.896
S05-Q12-B015-L045,20.633
S05-Q19-B019-L057,87.447
S01-Q16-B004-L004,-32.128
S05-Q12-B015-L046,19.173
S03-Q22-B003-L077,-3.802
S05-Q20-B003-L108,96.671
S05-Q20-B003-L109,96.557
S06-Q22-B006-L072,55.606
S03-Q22-B003-L078,-3.618
S05-Q20-B003-L110,98.543
S03-Q22-B003-L079,-3.457
S05-Q20-B003-L111,104.370
S03-Q21-B026-L129,-1.342
S05-Q19-B009-L085,80.960
S06-Q22-B006-L073,59.613
S03-Q22-B003-L080,-3.010
S05-Q20-B003-L112,98.225
S05-Q20-B003-L113,97.888
S05-Q20-B003-L114,97.534
S03-Q22-B003-L081,-2.564
S01-Q16-B005-L001,-26.797
S05-Q20-B003-L115,97.188
S03-Q22-B003-L082,-2.255
S06-Q22-B006-L074,59.380
S03-Q22-B003-L083,-1.927
S05-Q20-B003-L116,96.843
S05-Q20-B003-L117,96.378
S03-Q11-B006-L010,38.858
S05-Q20-B003-L118,95.964
S05-Q18-B030-L038,74.297
S03-Q22-B003-L084,-1.467
S05-Q20-B003-L119,95.756
S03-Q22-B003-L085,-1.013
S06-Q04-B006-L005,-20.567
S05-Q19-B014-L086,84.765
S03-Q22-B003-L086,-0.697
S05-Q20-B003-L120,95.572
S05-Q20-B003-L121,95.416
S03-Q22-B003-L087,-0.464
S01-Q12-B008-L045,-37.369
S05-Q20-B003-L122,95.275
S06-Q22-B006-L075,59.129
S05-Q20-B003-L123,95.090
S03-Q11-B006-L011,39.466
S03-Q22-B003-L088,-0.241
S05-Q12-B015-L047,17.523
S06-Q22-B006-L076,58.806
S05-Q20-B003-L124,94.887
S03-Q22-B003-L089,-0.085
S03-Q22-B003-L090,-4.499
S03-Q22-B003-L091,-4.458
S05-Q20-B003-L125,94.774
S03-Q22-B003-L092,-4.404
S05-Q20-B003-L126,96.744
S05-Q20-B003-L127,96.367
S06-Q22-B006-L077,58.482
S03-Q11-B006-L012,39.634
S01-Q12-B004-L045,-39.033
S05-Q20-B003-L128,96.010
S03-Q22-B003-L093,-4.345
S05-Q20-B003-L129,95.611
S03-Q22-B003-L094,-4.035
S06-Q22-B006-L078,58.129
S05-Q19-B016-L090,76.435
S03-Q22-B003-L095,-3.665
S05-Q20-B003-L130,95.172
S05-Q20-B003-L131,94.804
S05-Q20-B003-L132,94.377
S03-Q22-B003-L096,-3.306
S05-Q12-B015-L048,16.188
S03-Q22-B003-L097,-3.004
S05-Q12-B015-L049,14.597
S03-Q22-B003-L098,-2.689
S06-Q22-B006-L079,57.774
S01-Q16-B005-L002,-27.044
S05-Q20-B003-L133,93.833
S03-Q22-B003-L099,-2.324
S05-Q20-B003-L134,93.415
S03-Q22-B003-L100,-1.951
S05-Q20-B002-L123,101.763
S03-Q22-B003-L101,-1.581
S06-Q22-B006-L080,57.460
S03-Q22-B003-L102,-1.217
S05-Q19-B016-L091,72.863
S05-Q20-B003-L135,93.168
S03-Q22-B003-L103,-0.954
S05-Q14-B016-L057,63.094
S05-Q20-B003-L136,92.963
S06-Q22-B006-L081,57.118
S05-Q20-B003-L137,92.746
S03-Q22-B003-L104,-5.446
S01-Q12-B008-L046,-37.689
S03-Q22-B003-L105,-5.110
S05-Q14-B016-L058,62.047
S03-Q22-B003-L106,-4.755
S05-Q20-B003-L138,92.513
S06-Q02-B010-L006,-29.266
S05-Q20-B003-L139,92.347
S03-Q22-B003-L107,-4.388
S05-Q20-B003-L140,92.232
S03-Q12-B012-L036,17.803
S05-Q20-B003-L141,95.838
S03-Q22-B003-L108,-4.019
S06-Q02-B010-L007,-30.702
S05-Q20-B003-L142,95.466
S03-Q22-B003-L109,-3.622
S05-Q20-B003-L143,95.084
S05-Q14-B016-L059,61.257
S03-Q22-B003-L110,-3.223
S05-Q20-B003-L144,94.747
S01-Q12-B004-L046,-38.795
S06-Q04-B006-L006,-21.608
S03-Q22-B003-L111,-2.794
S05-Q18-B026-L031,79.598
S03-Q22-B003-L112,-2.268
S05-Q14-B016-L060,61.257
S05-Q14-B016-L061,61.531
S06-Q22-B006-L082,56.772
S05-Q20-B003-L145,94.386
S03-Q22-B004-L001,-30.108
S03-Q22-B004-L002,-29.635
S05-Q20-B003-L146,93.969
S03-Q12-B012-L037,16.878
S05-Q20-B003-L147,93.560
S06-Q04-B007-L005,-19.154
S03-Q22-B004-L003,-28.451
S05-Q20-B003-L148,93.159
S05-Q20-B003-L149,92.752
S01-Q12-B008-L047,-38.138
S03-Q22-B004-L004,-27.925
S05-Q20-B003-L150,92.288
S05-Q14-B016-L062,62.146
S03-Q22-B004-L005,-26.537
S06-Q22-B005-L132,28.097
S03-Q22-B004-L006,-26.032
S05-Q20-B003-L151,91.883
S05-Q20-B003-L152,91.659
S03-Q22-B004-L007,-25.148
S05-Q20-B003-L153,91.468
S06-Q04-B007-L006,-20.588
S03-Q22-B004-L008,-24.054
S05-Q20-B003-L154,91.279
S03-Q22-B004-L009,-24.428
S05-Q19-B022-L105,84.851
S06-Q22-B006-L083,56.377
S03-Q22-B004-L010,-24.762
S05-Q20-B003-L155,91.088
S01-Q12-B008-L048,-38.243
S05-Q20-B003-L156,90.900
S05-Q20-B003-L157,90.712
S03-Q22-B004-L011,-25.135
S05-Q20-B004-L001,68.576
S03-Q22-B004-L012,-25.539
S06-Q22-B006-L084,55.950
S05-Q20-B004-L002,68.029
S05-Q20-B004-L003,67.595
S03-Q22-B004-L013,-25.895
S05-Q20-B004-L004,67.242
S05-Q20-B004-L005,66.840
S03-Q16-B012-L020,27.990
S03-Q12-B012-L038,15.939
S05-Q20-B004-L006,66.270
S06-Q22-B006-L085,55.409
S03-Q22-B004-L014,-26.224
S03-Q22-B004-L015,-26.516
S01-Q12-B004-L047,-38.458
S05-Q20-B004-L007,65.670
S05-Q20-B004-L008,65.214
S03-Q21-B028-L122,-6.691
S05-Q20-B004-L009,63.497
S03-Q22-B004-L016,-26.675
S03-Q22-B004-L017,-26.853
S05-Q14-B016-L063,62.993
S06-Q04-B007-L007,-21.631
S05-Q14-B016-L064,63.266
S03-Q22-B004-L018,-27.037
S05-Q20-B004-L010,62.932
S05-Q20-B004-L011,62.378
S03-Q22-B004-L019,-23.142
S06-Q04-B007-L008,-18.100
S03-Q22-B004-L020,-23.361
S05-Q20-B004-L012,61.826
S01-Q12-B008-L049,-38.388
S03-Q22-B004-L021,-23.598
S05-Q20-B004-L013,67.405
S06-Q04-B008-L005,-21.655
S03-Q22-B004-L022,-23.809
S05-Q20-B004-L014,66.906
S05-Q20-B003-L158,96.449
S05-Q20-B004-L015,66.366
S03-Q22-B004-L023,-24.011
S05-Q20-B004-L016,65.837
S06-Q22-B006-L086,54.879
S03-Q22-B004-L024,-27.198
S05-Q20-B004-L017,65.288
S03-Q21-B031-L114,4.690
S05-Q15-B022-L019,74.266
S03-Q22-B004-L025,-24.147
S05-Q16-B027-L029,70.028
S03-Q22-B004-L026,-24.265
S01-Q16-B005-L003,-27.290
S06-Q22-B006-L087,58.576
S05-Q20-B004-L018,64.484
S05-Q15-B022-L020,73.628
S03-Q22-B004-L027,-24.395
S03-Q22-B004-L028,-22.663
S05-Q20-B004-L019,63.646
S03-Q22-B004-L029,-22.401
S06-Q04-B010-L006,-20.606
S05-Q20-B004-L020,63.126
S05-Q14-B004-L057,66.520
S03-Q10-B007-L005,20.450
S05-Q20-B004-L021,62.661
S05-Q20-B004-L022,62.185
S03-Q22-B005-L001,38.239
S06-Q22-B006-L088,58.505
S05-Q20-B004-L023,61.652
S03-Q22-B005-L002,38.082
S03-Q10-B007-L006,21.120
S05-Q14-B004-L058,66.749
S01-Q12-B001-L045,-32.873
S05-Q20-B004-L024,61.095
S03-Q22-B005-L003,37.906
S06-Q04-B010-L007,-21.655
S05-Q14-B004-L059,66.358
S03-Q10-B011-L006,39.320
S05-Q14-B004-L060,65.833
S03-Q12-B007-L036,30.533
S05-Q20-B004-L025,60.587
S05-Q20-B004-L026,60.144
S03-Q12-B007-L037,30.486
S06-Q04-B011-L007,-19.182
S03-Q12-B007-L038,29.901
S05-Q20-B004-L027,59.781
S03-Q12-B007-L039,29.706
S05-Q20-B004-L028,59.471
S01-Q16-B005-L004,-27.555
S03-Q22-B005-L004,37.697
S06-Q04-B012-L007,-19.176
S05-Q14-B004-L061,64.642
S05-Q20-B004-L029,66.408
S05-Q14-B004-L062,63.890
S03-Q12-B012-L039,16.515
S05-Q20-B004-L030,65.060
S03-Q12-B012-L040,18.208
S06-Q22-B006-L089,58.441
S03-Q22-B005-L005,37.495
S05-Q15-B022-L021,72.655
S03-Q22-B005-L006,37.067
S03-Q22-B005-L007,36.560
S05-Q20-B004-L031,64.073
S03-Q22-B005-L008,36.054
S06-Q22-B006-L090,58.376
S05-Q14-B004-L063,63.379
S03-Q12-B007-L040,29.047
S05-Q14-B004-L064,63.180
S05-Q15-B022-L022,71.733
S03-Q22-B005-L009,35.489
S05-Q15-B022-L023,70.391
S03-Q12-B007-L041,28.603
S06-Q04-B012-L008,-20.611
S05-Q15-B022-L024,69.286
S01-Q12-B004-L048,-38.446
S03-Q22-B005-L010,34.853
S05-Q20-B004-L032,63.488
S05-Q20-B004-L033,62.823
S03-Q22-B005-L011,34.044
S05-Q20-B004-L034,62.162
S06-Q05-B007-L006,-13.106
S03-Q12-B007-L042,27.747
S05-Q20-B003-L159,94.689
S03-Q22-B005-L012,33.978
S05-Q18-B010-L034,57.402
S06-Q06-B001-L004,-9.138
S05-Q18-B023-L037,77.891
S03-Q12-B012-L041,19.992
S05-Q15-B029-L019,70.272
S03-Q12-B012-L042,22.369
S05-Q15-B029-L020,70.318
S05-Q15-B029-L021,70.368
S03-Q22-B005-L013,33.965
S01-Q16-B005-L005,-27.845
S06-Q06-B001-L005,-10.564
S05-Q15-B029-L022,69.815
S03-Q16-B012-L021,27.234
S05-Q15-B029-L023,68.809
S03-Q22-B005-L014,33.989
S05-Q15-B029-L024,68.326
S05-Q16-B007-L026,79.583
S06-Q06-B001-L006,-11.614
S03-Q16-B012-L022,26.714
S05-Q20-B004-L035,61.561
S03-Q16-B012-L023,25.981
S05-Q20-B004-L036,60.892
S03-Q22-B005-L015,38.601
S06-Q08-B001-L009,0.000
S05-Q20-B004-L037,60.234
S03-Q22-B005-L016,38.465
S05-Q20-B004-L038,59.862
S05-Q17-B005-L027,76.831
S03-Q22-B005-L017,38.290
S05-Q17-B017-L022,72.622
S06-Q06-B002-L004,-9.205
S03-Q16-B012-L024,25.040
S05-Q17-B025-L016,65.341
S05-Q20-B004-L039,59.512
S03-Q22-B005-L018,38.073
S05-Q19-B012-L081,79.889
S03-Q22-B005-L019,37.676
S06-Q22-B006-L091,58.309
S05-Q20-B004-L040,59.205
S01-Q16-B005-L006,-25.998
S03-Q22-B005-L020,37.040
S05-Q20-B004-L041,58.894
S03-Q22-B005-L021,36.326
S05-Q18-B009-L028,77.822
S05-Q18-B030-L039,76.184
S06-Q13-B001-L027,-23.723
S03-Q22-B005-L022,35.290
S05-Q19-B001-L071,80.988
S05-Q20-B004-L042,58.580
S05-Q20-B004-L043,58.266
S03-Q16-B026-L019,26.349
S05-Q19-B003-L064,86.869
S06-Q06-B002-L005,-11.691
S05-Q20-B004-L044,57.945
S03-Q22-B005-L023,34.343
S05-Q19-B012-L082,79.795
S03-Q22-B005-L024,33.812
S03-Q16-B026-L020,27.245
S05-Q19-B014-L087,74.692
S06-Q06-B005-L004,-11.447
S05-Q20-B004-L045,65.357
S03-Q17-B019-L018,4.865
S05-Q20-B004-L046,64.216
S03-Q17-B019-L019,6.412
S05-Q19-B014-L088,72.908
S03-Q17-B019-L020,9.761
S06-Q22-B006-L092,58.233
S05-Q19-B020-L099,85.185
S03-Q22-B005-L025,33.800
S05-Q19-B021-L108,85.918
S03-Q22-B005-L026,33.787
S05-Q20-B004-L047,63.411
S03-Q22-B005-L027,33.773
S06-Q22-B006-L093,57.974
